epoch,train_accuracy,validation_accuracy
0,49.0625,62.475
1,62.75,65.775
2,66.15625,69.45
3,69.28125,71.35
4,70.4375,71.875
5,71.625,73.625
6,72.1875,74.9
7,73.9375,73.75
8,74.21875,76.625
9,75.21875,75.325
10,76.1875,73.25
11,76.40625,73.775
12,76.84375,76.075
13,78.5,78.3
14,78.84375,76.4
15,78.75,78.1
16,79.90625,78.325
17,80.5625,77.425
18,80.5625,78.4
19,80.59375,79.425
20,81.28125,80.125
21,81.53125,78.25
22,82.1875,78.25
23,81.59375,81.05
24,84.03125,80.85
25,82.84375,79.775
26,83.75,79.575
27,82.875,79.925
28,83.78125,80.525
29,84.3125,81.225
30,84.40625,81.875
31,85.0625,81.125
32,84.625,79.975
33,84.78125,80.125
34,83.65625,79.175
35,84.3125,79.325
36,85.3125,80.7
37,86.28125,80.8
38,85.6875,82.575
39,86.8125,80.25
40,87.4375,83.625
41,88.1875,82.75
42,87.21875,81.625
43,87.34375,82.45
44,87.8125,81.475
45,88.25,83.35
46,88.53125,81.975
47,87.78125,82.6
48,89.3125,82.425
49,88.59375,82.125
50,89.3125,83.65
51,89.53125,82.575
52,89.1875,82.45
53,89.28125,82.95
54,89.46875,82.4
55,88.90625,80.75
56,89.5625,83.0
57,89.96875,83.35
58,89.5625,82.275
59,89.96875,82.4
60,90.375,83.325
61,90.46875,83.9
62,91.25,83.1
63,90.9375,81.75
64,90.8125,84.0
65,91.8125,83.45
66,90.375,82.75
67,91.3125,83.35
68,91.65625,84.625
69,91.40625,83.475
70,91.53125,82.775
71,91.34375,83.65
72,91.625,83.45
73,91.15625,83.05
74,90.9375,82.975
75,92.40625,84.275
76,92.78125,83.325
77,92.3125,83.5
78,92.90625,83.55
79,93.375,83.575
80,92.15625,83.15
81,93.28125,83.8
82,93.375,83.825
83,93.78125,84.025
84,93.25,84.325
85,93.46875,83.8
86,93.65625,83.5
87,93.0625,84.275
88,93.125,82.75
89,93.1875,83.075
90,93.65625,83.825
91,93.96875,83.45
92,93.65625,85.125
93,94.21875,84.225
94,94.4375,84.325
95,94.03125,83.725
96,94.1875,83.4
97,94.34375,85.15
98,93.3125,84.45
99,94.5625,83.6
100,94.875,82.825
101,94.75,84.4
102,94.3125,83.225
103,94.5,84.75
104,94.75,83.025
105,94.875,82.85
106,95.40625,84.425
107,95.15625,84.15
108,95.28125,84.75
109,94.53125,83.275
110,95.40625,84.0
111,95.84375,83.05
112,95.25,84.3
113,95.15625,84.45
114,95.28125,83.975
115,95.625,83.9
116,95.3125,81.85
117,95.5625,83.8
118,95.6875,84.825
119,96.3125,84.525
120,95.84375,84.675
121,95.8125,84.675
122,95.65625,84.85
123,95.5,84.175
124,96.46875,85.9
125,96.40625,84.975
126,96.125,82.65
127,96.0625,85.075
128,96.53125,84.125
129,95.59375,85.05
130,96.5,84.675
131,96.78125,85.3
132,97.15625,84.975
133,96.875,85.25
134,97.03125,85.425
135,96.96875,85.45
136,96.8125,85.225
137,97.0,85.1
138,96.46875,84.275
139,96.96875,85.125
140,97.15625,85.175
141,96.71875,84.825
142,96.65625,84.175
143,96.96875,84.625
144,96.875,84.1
145,96.90625,84.4
146,96.90625,83.975
147,97.125,84.675
148,96.9375,82.8
149,97.1875,84.475
150,97.3125,83.9
151,97.34375,84.725
152,97.15625,84.375
153,96.96875,84.525
154,97.0625,85.625
155,97.4375,84.7
156,96.90625,85.25
157,97.59375,83.4
158,96.84375,84.6
159,97.53125,85.9
160,97.25,85.325
161,97.15625,85.55
162,97.46875,84.875
163,97.34375,84.55
164,97.0,84.575
165,97.03125,85.0
166,97.1875,84.7
167,97.5625,85.425
168,97.40625,85.15
169,97.59375,85.55
170,97.75,85.775
171,97.21875,85.35
172,97.28125,85.525
173,97.65625,84.725
174,97.40625,84.2
175,97.84375,85.575
176,97.59375,85.475
177,97.78125,85.0
178,97.96875,85.275
179,98.0625,86.75
180,98.3125,85.625
181,97.53125,84.425
182,97.3125,86.15
183,97.96875,85.175
184,98.0625,85.1
185,98.25,85.55
186,98.28125,85.825
187,98.40625,85.975
188,98.4375,86.55
189,98.5625,85.55
190,98.28125,85.55
191,98.0625,84.675
192,97.96875,84.9
193,97.9375,85.475
194,97.8125,85.525
195,97.78125,85.325
196,98.375,85.2
197,97.875,85.05
198,98.0625,85.45
199,98.03125,85.275
